"","YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","MET2013","CITY","STRATA","GQ","RENT","HHINCOME","PERNUM","PERWT","AGE","RACE","RACED","HISPAN","HISPAND","CITIZEN","YRIMMIG","YRSUSA1","LANGUAGE","LANGUAGED","EDUC","EDUCD","EMPSTAT","EMPSTATD","FTOTINC","TRANWORK"
"3985","2018","2018 ACS",569973,2018001146600,114,2018005699731,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",250,22000,4,74,"37","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 11","Grade 11","Employed","At work",13200,"Auto, truck, or van"
"3986","2018","2018 ACS",569984,2018001147257,48,2018005699841,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",800,55000,1,48,"27","White","White","Mexican","Mexican","Not a citizen","2012","6","English","English","4 years of college","Bachelor's degree","Employed","At work",55000,"Auto, truck, or van"
"3987","2018","2018 ACS",569990,2018001147827,71,2018005699901,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,25000,1,71,"63","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Employed","At work",25000,"Auto, truck, or van"
"3988","2018","2018 ACS",569997,2018001148419,42,2018005699971,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,31500,1,41,"65","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","12th grade, no diploma","Not in labor force","Not in Labor Force",31500,"N/A"
"3989","2018","2018 ACS",569997,2018001148419,42,2018005699971,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,31500,2,34,"72","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","12th grade, no diploma","Employed","At work",31500,"Auto, truck, or van"
"3990","2018","2018 ACS",569998,2018001148430,26,2018005699981,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,135900,1,26,"87","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Not in labor force","Not in Labor Force",135900,"N/A"
"3991","2018","2018 ACS",569998,2018001148430,26,2018005699981,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,135900,2,80,"55","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",135900,"Worked at home"
"3992","2018","2018 ACS",570006,2018001149303,116,2018005700061,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,132000,1,116,"53","White","White","Mexican","Mexican","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Unemployed","Unemployed",62000,"N/A"
"3993","2018","2018 ACS",570006,2018001149303,116,2018005700061,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,132000,2,55,"47","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","2 years of college","Associate's degree, type not specified","Unemployed","Unemployed",62000,"N/A"
"3994","2018","2018 ACS",570012,2018001149937,46,2018005700121,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,26000,1,46,"37","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Not in labor force","Not in Labor Force",26000,"N/A"
"3995","2018","2018 ACS",570012,2018001149937,46,2018005700121,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,26000,2,68,"11","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 6","N/A","N/A",26000,"N/A"
"3996","2018","2018 ACS",570021,2018001150460,41,2018005700211,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,74600,1,41,"70","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Some college, but less than 1 year","Employed","At work",74600,"Auto, truck, or van"
"3997","2018","2018 ACS",570021,2018001150460,41,2018005700211,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,74600,2,35,"68","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Not in labor force","Not in Labor Force",74600,"N/A"
"3998","2018","2018 ACS",570021,2018001150460,41,2018005700211,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,74600,3,124,"39","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Unemployed","Unemployed",74600,"N/A"
"3999","2018","2018 ACS",570028,2018001150926,72,2018005700281,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,146400,1,72,"69","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Not in labor force","Not in Labor Force",146400,"N/A"
"4000","2018","2018 ACS",570028,2018001150926,72,2018005700281,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,146400,2,84,"68","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Not in labor force","Not in Labor Force",146400,"N/A"
"4001","2018","2018 ACS",570064,2018001154337,89,2018005700641,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,107000,1,89,"44","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",107000,"Auto, truck, or van"
"4002","2018","2018 ACS",570064,2018001154337,89,2018005700641,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,107000,2,137,"26","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",107000,"Auto, truck, or van"
"4003","2018","2018 ACS",570064,2018001154337,89,2018005700641,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,107000,3,78,"11","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 6","N/A","N/A",9999999,"N/A"
"4004","2018","2018 ACS",570066,2018001154547,67,2018005700661,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,20000,1,67,"51","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Employed","At work",20000,"Auto, truck, or van"
"4005","2018","2018 ACS",570071,2018001154825,30,2018005700711,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,413600,1,30,"41","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Professional degree beyond a bachelor's degree","Employed","At work",413600,"Auto, truck, or van"
"4006","2018","2018 ACS",570071,2018001154825,30,2018005700711,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,413600,2,34,"40","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Not in labor force","Not in Labor Force",413600,"N/A"
"4007","2018","2018 ACS",570071,2018001154825,30,2018005700711,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,413600,3,36,"11","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 5","N/A","N/A",413600,"N/A"
"4008","2018","2018 ACS",570071,2018001154825,30,2018005700711,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,413600,4,33,"10","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Nursery school to grade 4","Grade 3","N/A","N/A",413600,"N/A"
"4009","2018","2018 ACS",570072,2018001154847,32,2018005700721,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,68800,1,32,"78","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 8","Not in labor force","Not in Labor Force",68800,"N/A"
"4010","2018","2018 ACS",570072,2018001154847,32,2018005700721,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,68800,2,33,"72","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 11","Grade 11","Employed","At work",68800,"Auto, truck, or van"
"4011","2018","2018 ACS",570074,2018001155226,53,2018005700741,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,96500,1,53,"56","White","White","Not Hispanic","Not Hispanic","Born abroad of American parents","1964 (1970-1990 PUMS: 1960-1964)","54","English","English","Grade 12","Regular high school diploma","Employed","At work",96500,"Auto, truck, or van"
"4012","2018","2018 ACS",570074,2018001155226,53,2018005700741,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,96500,2,169,"59","Two major races","Filipino and PI write_in","Not Hispanic","Not Hispanic","Naturalized citizen","1985","33","Filipino, Tagalog","Filipino, Tagalog","2 years of college","Associate's degree, type not specified","Employed","At work",96500,"Auto, truck, or van"
"4013","2018","2018 ACS",570082,2018001155865,60,2018005700821,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",850,15900,1,59,"68","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","Has job, not working",15900,"N/A"
"4014","2018","2018 ACS",570083,2018001155960,57,2018005700831,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,50500,1,57,"71","White","White","Other","Honduran","Naturalized citizen","1964 (1970-1990 PUMS: 1960-1964)","54","Spanish","Spanish","1 year of college","1 or more years of college credit, no degree","Not in labor force","Not in Labor Force",50500,"N/A"
"4015","2018","2018 ACS",570083,2018001155960,57,2018005700831,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,50500,2,77,"66","White","White","Other","Guatemalan","Naturalized citizen","1968","50","Spanish","Spanish","Grade 5, 6, 7, or 8","Grade 8","Employed","At work",50500,"Auto, truck, or van"
"4016","2018","2018 ACS",570084,2018001155973,48,2018005700841,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,180000,1,48,"63","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Not in labor force","Not in Labor Force",180000,"N/A"
"4017","2018","2018 ACS",570084,2018001155973,48,2018005700841,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,180000,2,45,"62","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Not in labor force","Not in Labor Force",180000,"N/A"
"4018","2018","2018 ACS",570091,2018001156685,40,2018005700911,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",780,14500,1,41,"72","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","GED or alternative credential","Not in labor force","Not in Labor Force",14500,"N/A"
"4019","2018","2018 ACS",570096,2018001156777,66,2018005700961,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",600,8900,1,66,"30","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Professional degree beyond a bachelor's degree","Not in labor force","Not in Labor Force",8900,"N/A"
"4020","2018","2018 ACS",570107,2018001157428,129,2018005701071,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",530,22000,1,128,"40","Other race, nec","Other race, n.e.c","Other","Honduran","Not a citizen","2007","11","Spanish","Spanish","1 year of college","1 or more years of college credit, no degree","Employed","At work",22000,"Auto, truck, or van"
"4021","2018","2018 ACS",570107,2018001157428,129,2018005701071,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",530,22000,2,67,"20","Other race, nec","Other race, n.e.c","Other","Honduran","Not a citizen","2014","4","Spanish","Spanish","Grade 12","Regular high school diploma","Employed","At work",22000,"Auto, truck, or van"
"4022","2018","2018 ACS",570113,2018001157985,37,2018005701131,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,124000,1,38,"65","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",124000,"Auto, truck, or van"
"4023","2018","2018 ACS",570113,2018001157985,37,2018005701131,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,124000,2,40,"54","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Employed","At work",124000,"Auto, truck, or van"
"4024","2018","2018 ACS",570121,2018001158624,77,2018005701211,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,34800,1,77,"62","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 10","Grade 10","Not in labor force","Not in Labor Force",34800,"N/A"
"4025","2018","2018 ACS",570121,2018001158624,77,2018005701211,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,34800,2,268,"73","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 7","Not in labor force","Not in Labor Force",34800,"N/A"
"4026","2018","2018 ACS",570127,2018001158797,68,2018005701271,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,20400,1,68,"67","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 10","Grade 10","Not in labor force","Not in Labor Force",20400,"N/A"
"4027","2018","2018 ACS",570127,2018001158797,68,2018005701271,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,20400,2,86,"68","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 11","Grade 11","Not in labor force","Not in Labor Force",20400,"N/A"
"4028","2018","2018 ACS",570140,2018001159885,35,2018005701401,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",980,0,1,36,"31","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Not in labor force","Not in Labor Force",0,"N/A"
"4029","2018","2018 ACS",570140,2018001159885,35,2018005701401,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",980,0,2,109,"6","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Nursery school to grade 4","Kindergarten","N/A","N/A",0,"N/A"
"4030","2018","2018 ACS",570154,2018001160582,64,2018005701541,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,72100,1,65,"71","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Employed","At work",72100,"Auto, truck, or van"
"4031","2018","2018 ACS",570154,2018001160582,64,2018005701541,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,72100,2,61,"71","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Not in labor force","Not in Labor Force",72100,"N/A"
"4032","2018","2018 ACS",570154,2018001160582,64,2018005701541,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,72100,3,148,"34","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Employed","Armed forces--at work",72100,"Other"
"4033","2018","2018 ACS",570154,2018001160582,64,2018005701541,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,72100,4,208,"26","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Employed","At work",72100,"Auto, truck, or van"
"4034","2018","2018 ACS",570157,2018001160689,64,2018005701571,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,1e+05,1,64,"71","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","French","French","5+ years of college","Master's degree","Not in labor force","Not in Labor Force",1e+05,"N/A"
"4035","2018","2018 ACS",570179,2018001162305,36,2018005701791,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,6500,1,36,"66","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Not in labor force","Not in Labor Force",6500,"N/A"
"4036","2018","2018 ACS",570179,2018001162305,36,2018005701791,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,6500,2,50,"66","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Not in labor force","Not in Labor Force",6500,"N/A"
"4037","2018","2018 ACS",570179,2018001162305,36,2018005701791,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,6500,3,128,"36","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Not in labor force","Not in Labor Force",6500,"N/A"
"4038","2018","2018 ACS",570179,2018001162305,36,2018005701791,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,6500,4,110,"14","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 8","N/A","N/A",6500,"N/A"
"4039","2018","2018 ACS",570181,2018001162454,112,2018005701811,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",330,32000,1,111,"58","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Employed","At work",32000,"Auto, truck, or van"
"4040","2018","2018 ACS",570189,2018001162812,75,2018005701891,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",1000,15000,1,75,"32","White","White","Other","Guatemalan","Not a citizen","2007","11","English","English","Grade 5, 6, 7, or 8","Grade 5","Employed","At work",15000,"Bus or trolley bus"
"4041","2018","2018 ACS",570190,2018001162859,64,2018005701901,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,305100,1,64,"52","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",305100,"Auto, truck, or van"
"4042","2018","2018 ACS",570190,2018001162859,64,2018005701901,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,305100,2,57,"55","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Employed","At work",305100,"Auto, truck, or van"
"4043","2018","2018 ACS",570190,2018001162859,64,2018005701901,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,305100,3,78,"18","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Some college, but less than 1 year","Not in labor force","Not in Labor Force",305100,"N/A"
"4044","2018","2018 ACS",570190,2018001162859,64,2018005701901,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,305100,4,63,"13","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 6","N/A","N/A",305100,"N/A"
"4045","2018","2018 ACS",570203,2018001164317,142,2018005702031,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",800,21700,1,142,"45","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Employed","At work",21700,"Auto, truck, or van"
"4046","2018","2018 ACS",570212,2018001165044,90,2018005702121,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,82800,1,90,"53","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Unemployed","Unemployed",82800,"N/A"
"4047","2018","2018 ACS",570212,2018001165044,90,2018005702121,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,82800,2,86,"55","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Employed","At work",82800,"Auto, truck, or van"
"4048","2018","2018 ACS",570212,2018001165044,90,2018005702121,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,82800,3,192,"22","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",82800,"Auto, truck, or van"
"4049","2018","2018 ACS",570214,2018001165293,31,2018005702141,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",1300,96000,1,32,"35","White","White","Not Hispanic","Not Hispanic","Not a citizen","2016","2","French","French","5+ years of college","Doctoral degree","Employed","At work",96000,"Auto, truck, or van"
"4050","2018","2018 ACS",570214,2018001165293,31,2018005702141,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",1300,96000,2,28,"30","White","White","Not Hispanic","Not Hispanic","Not a citizen","2016","2","French","French","5+ years of college","Doctoral degree","Employed","At work",96000,"Auto, truck, or van"
"4051","2018","2018 ACS",570214,2018001165293,31,2018005702141,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",1300,96000,3,31,"2","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","N/A or blank","N/A or blank","N/A or no schooling","N/A","N/A","N/A",96000,"N/A"
"4052","2018","2018 ACS",570221,2018001166113,41,2018005702211,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,776000,1,41,"49","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",776000,"Other"
"4053","2018","2018 ACS",570221,2018001166113,41,2018005702211,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,776000,2,36,"49","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Professional degree beyond a bachelor's degree","Employed","At work",776000,"Auto, truck, or van"
"4054","2018","2018 ACS",570221,2018001166113,41,2018005702211,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,776000,3,27,"16","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 10","Grade 10","Not in labor force","Not in Labor Force",776000,"N/A"
"4055","2018","2018 ACS",570221,2018001166113,41,2018005702211,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,776000,4,29,"14","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 8","N/A","N/A",776000,"N/A"
"4056","2018","2018 ACS",570221,2018001166113,41,2018005702211,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,776000,5,31,"11","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 5","N/A","N/A",776000,"N/A"
"4057","2018","2018 ACS",570262,2018001168868,19,2018005702621,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,32400,1,19,"23","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Employed","At work",17300,"Auto, truck, or van"
"4058","2018","2018 ACS",570262,2018001168868,19,2018005702621,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,32400,2,60,"Less than 1 year old","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","N/A or blank","N/A or blank","N/A or no schooling","N/A","N/A","N/A",17300,"N/A"
"4059","2018","2018 ACS",570262,2018001168868,19,2018005702621,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,32400,3,92,"3","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","N/A or blank","N/A or blank","N/A or no schooling","No schooling completed","N/A","N/A",17300,"N/A"
"4060","2018","2018 ACS",570262,2018001168868,19,2018005702621,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,32400,4,27,"23","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Employed","At work",17300,"Auto, truck, or van"
"4061","2018","2018 ACS",570264,2018001169051,41,2018005702641,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,59000,1,41,"50","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Employed","At work",59000,"Auto, truck, or van"
"4062","2018","2018 ACS",570264,2018001169051,41,2018005702641,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,59000,2,38,"13","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 8","N/A","N/A",59000,"N/A"
"4063","2018","2018 ACS",570265,2018001169111,41,2018005702651,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,27950,1,41,"69","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Unemployed","Unemployed",27950,"N/A"
"4064","2018","2018 ACS",570271,2018001169476,76,2018005702711,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",600,56000,1,76,"47","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Employed","At work",56000,"Bicycle"
"4065","2018","2018 ACS",570273,2018001169783,97,2018005702731,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,36000,1,98,"40","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Unemployed","Unemployed",36000,"N/A"
"4066","2018","2018 ACS",570290,2018001170944,31,2018005702901,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,21900,1,31,"82","White","White","Other","Guatemalan","Naturalized citizen","1987","31","Spanish","Spanish","5+ years of college","Master's degree","Employed","At work",21900,"Auto, truck, or van"
