STATE,INCOME,AGE,EDU,SEX,RACE,MARST,CHILDREN,VOTED
New Jersey,67567,36,High School,Male,Black/Negro,"Married, spouse present",1,Voted
Nebraska,108168,43,College,Female,White,"Married, spouse present",0,Did not vote
Idaho,15931,85,High School,Female,White,Widowed,0,Did not vote
Wyoming,60359,26,High School,Male,White,Never married/single,0,Did not vote
Minnesota,86367,19,High School,Male,White,Never married/single,1,Voted
Mississippi,32141,66,High School,Female,White,"Married, spouse present",2,Voted
Hawaii,229232,54,College,Male,White,Divorced,0,Voted
Wyoming,43472,34,High School,Female,White,Divorced,2,Did not vote
Illinois,69041,28,High School,Male,White,Never married/single,2,Did not vote
California,91611,28,High School,Male,White,Never married/single,1,Did not vote
Arkansas,233259,19,High School,Female,Asian only,"Married, spouse absent",0,Did not vote
Ohio,39298,69,High School,Male,White,Never married/single,2,Voted
New Mexico,99863,33,High School,Female,White,"Married, spouse present",1,Did not vote
New York,50332,85,High School,Female,White,Widowed,0,Did not vote
Kansas,40410,30,High School,Female,White,"Married, spouse present",2,Did not vote
Kansas,234915,33,College,Male,White,Divorced,2,Don't know
Ohio,126279,20,High School,Male,White,Never married/single,0,Voted
Ohio,55886,47,College,Female,White,"Married, spouse present",0,Voted
Wisconsin,24629,72,High School,Female,White,Widowed,1,Did not vote
California,209535,48,College,Female,White,"Married, spouse present",0,Voted
Delaware,61165,56,College,Female,White,"Married, spouse present",1,Voted
Colorado,114038,65,High School,Female,White,Widowed,4,Voted
Montana,73713,37,High School,Female,White,"Married, spouse present",1,Voted
Virginia,319385,28,High School,Female,White,Never married/single,2,Voted
Missouri,97199,80,High School,Female,White,"Married, spouse present",0,Voted
Mississippi,27590,64,High School,Female,Black/Negro,Widowed,2,Voted
Missouri,19840,58,No Degree,Female,White,"Married, spouse present",0,Did not vote
Iowa,76586,79,High School,Female,White,"Married, spouse present",0,Voted
Ohio,75885,59,College,Female,White,Divorced,2,Voted
Indiana,97894,63,High School,Female,White,"Married, spouse present",2,Did not vote
Utah,29801,80,College,Female,White,Widowed,1,Voted
Pennsylvania,220930,23,High School,Female,White,Never married/single,2,Did not vote
Vermont,54089,38,High School,Female,White,Never married/single,3,Voted
Tennessee,132514,24,College,Female,White,Never married/single,0,Voted
Alabama,48736,66,High School,Female,White,"Married, spouse present",1,Voted
California,50609,23,High School,Male,White-American Indian,Never married/single,1,Voted
Ohio,11061,63,College,Female,White,Divorced,0,Voted
Arkansas,126788,27,No Degree,Female,White,"Married, spouse present",1,Did not vote
California,28473,60,College,Female,White,Divorced,2,Voted
Alaska,2526,36,College,Female,American Indian/Aleut/Eskimo,Divorced,1,Don't know
New York,80156,33,High School,Female,Black/Negro,Never married/single,2,Voted
Ohio,51472,77,High School,Female,White,"Married, spouse present",0,Voted
Tennessee,5414,53,High School,Male,White,Divorced,1,Did not vote
California,116242,27,High School,Female,White,Never married/single,1,Voted
Maine,134691,30,High School,Male,White,Separated,2,Voted
Wisconsin,59427,45,College,Male,White,Never married/single,0,Voted
Texas,37508,64,No Degree,Female,White,"Married, spouse present",1,Voted
Pennsylvania,93345,59,High School,Female,White,"Married, spouse present",0,Voted
Oregon,24812,60,High School,Male,White,Divorced,0,Voted
Pennsylvania,22914,20,High School,Male,White,Never married/single,0,Did not vote
West Virginia,131848,39,College,Male,White,"Married, spouse present",1,Voted
New York,300483,42,College,Female,White,Never married/single,0,Voted
South Carolina,24790,80,High School,Female,White,Widowed,1,Voted
Illinois,226967,32,College,Male,White,Never married/single,0,Voted
Florida,137452,56,High School,Female,White,"Married, spouse present",2,Voted
Delaware,103452,36,High School,Female,White,"Married, spouse present",1,Voted
Missouri,30428,40,High School,Female,White,Never married/single,2,Did not vote
Maine,133666,41,High School,Female,White,"Married, spouse present",1,Voted
Iowa,23634,58,High School,Female,American Indian/Aleut/Eskimo,Divorced,0,Voted
Virginia,19622,74,No Degree,Female,White,Divorced,0,Voted
Nevada,182445,64,College,Male,White,Divorced,2,Voted
New York,387975,38,College,Male,Black/Negro,"Married, spouse absent",3,Voted
Louisiana,21006,47,High School,Female,Black/Negro,Never married/single,0,Voted
Oregon,41614,27,High School,Male,White,"Married, spouse present",0,Voted
North Dakota,44378,72,High School,Female,White,"Married, spouse present",2,Voted
Oregon,57003,47,College,Female,White,"Married, spouse present",0,Voted
Florida,41160,80,High School,Female,White,"Married, spouse absent",2,Did not vote
New Jersey,31799,43,High School,Female,Black/Negro,"Married, spouse present",3,Voted
Ohio,35248,71,High School,Female,White,Divorced,0,Voted
Missouri,32343,23,College,Female,White,"Married, spouse present",1,Voted
South Dakota,90090,19,High School,Male,White,Never married/single,2,Did not vote
Connecticut,13419,74,High School,Female,White,Widowed,2,Did not vote
Georgia,11480,19,High School,Female,Black/Negro,Never married/single,1,Did not vote
California,119618,76,High School,Male,White,"Married, spouse present",0,Voted
Louisiana,19735,77,High School,Female,White,Widowed,2,Voted
Michigan,1146,48,High School,Male,White,Never married/single,1,Did not vote
South Dakota,38989,37,High School,Female,White,Divorced,2,Did not vote
Utah,11659,85,High School,Female,White,Widowed,1,Voted
Minnesota,143836,45,High School,Male,White,"Married, spouse present",1,Did not vote
Florida,21850,58,High School,Male,White,Divorced,2,Voted
California,142818,28,College,Male,Asian only,Never married/single,2,Voted
Oklahoma,66074,26,College,Female,White,Never married/single,1,Voted
Oregon,26161,21,High School,Male,White,Never married/single,0,Did not vote
Idaho,71041,33,High School,Female,White,Divorced,3,Did not vote
South Carolina,45036,25,High School,Male,White,"Married, spouse present",2,Did not vote
Alaska,61870,49,High School,Male,White,"Married, spouse present",0,Did not vote
South Dakota,91131,59,High School,Female,White,"Married, spouse present",1,Voted
Indiana,148928,61,College,Female,White,"Married, spouse present",1,Voted
District of Columbia,251211,24,College,Male,White,Never married/single,2,Voted
Montana,27308,74,College,Female,White,Divorced,2,Voted
Wisconsin,97060,64,High School,Female,White,"Married, spouse present",0,Voted
Utah,38889,59,High School,Female,White,Widowed,2,Did not vote
Illinois,25254,85,High School,Female,White,Widowed,0,Voted
North Carolina,49171,27,High School,Female,Black/Negro,Never married/single,0,Did not vote
Georgia,61958,41,High School,Female,Black/Negro,"Married, spouse absent",3,Voted
Utah,13693,45,High School,Male,White,Divorced,3,Voted
West Virginia,45467,48,No Degree,Male,White,Never married/single,2,Did not vote
North Dakota,61884,57,High School,Male,White,Divorced,2,Voted
California,82798,33,High School,Female,White,Never married/single,2,Voted
Oklahoma,63162,20,High School,Male,White,Never married/single,1,Voted
California,3253,20,High School,Male,White,Never married/single,0,Voted
Maine,19916,80,No Degree,Female,White,Widowed,0,Did not vote
Kentucky,92026,64,High School,Female,American Indian/Aleut/Eskimo,Widowed,3,Voted
Connecticut,72734,25,College,Male,White,Never married/single,2,Did not vote
Georgia,47843,25,College,Male,White,"Married, spouse present",0,Voted
New Mexico,53092,48,College,Male,White,Never married/single,3,Voted
New York,20723,41,High School,Male,Black/Negro,Never married/single,1,Voted
Louisiana,32959,37,High School,Male,White,Never married/single,0,Voted
Virginia,663204,75,High School,Male,White,Widowed,2,Did not vote
Montana,44904,57,High School,Female,White,Widowed,3,Voted
Minnesota,91768,31,College,Male,White,Divorced,0,Voted
South Dakota,92332,39,High School,Female,White,"Married, spouse present",2,Voted
Vermont,33864,73,High School,Female,White,Divorced,1,Voted
Alaska,92574,59,High School,Male,White,"Married, spouse present",1,Voted
North Dakota,10922,71,High School,Female,White,Divorced,2,Voted
Tennessee,35918,85,No Degree,Female,White,Widowed,0,Did not vote
North Carolina,339838,56,College,Female,White,"Married, spouse present",0,Voted
Pennsylvania,249476,48,High School,Male,White,"Married, spouse present",3,Did not vote
Illinois,127603,59,High School,Female,White,"Married, spouse present",0,Did not vote
Ohio,127827,20,High School,Male,White,Never married/single,0,Did not vote
Pennsylvania,57748,46,High School,Female,White,"Married, spouse present",1,Did not vote
Wyoming,95275,30,College,Female,White,"Married, spouse present",0,Did not vote
Michigan,148387,70,College,Female,White,"Married, spouse present",1,Voted
Minnesota,145223,52,College,Male,White,Divorced,1,Voted
Texas,410266,56,College,Male,White,Divorced,0,Voted
District of Columbia,79007,27,College,Male,White-Black,Never married/single,0,Did not vote
New Jersey,96603,26,College,Female,White,Never married/single,0,Voted
District of Columbia,97354,36,College,Female,White,Divorced,1,Voted
Florida,139358,29,High School,Female,White-Black,Never married/single,0,Voted
Tennessee,95514,27,High School,Female,White-American Indian,"Married, spouse present",0,Did not vote
Ohio,459479,51,High School,Female,White,"Married, spouse present",3,Voted
Illinois,75961,44,College,Female,Black/Negro,Never married/single,5,Voted
Texas,544700,31,College,Female,White,"Married, spouse present",3,Voted
Ohio,122464,27,High School,Female,White,"Married, spouse present",2,Voted
Kentucky,52866,46,No Degree,Female,White,"Married, spouse present",3,Did not vote
North Dakota,202701,63,High School,Female,White,"Married, spouse present",3,Did not vote
Louisiana,1511,78,High School,Female,Black/Negro,Never married/single,0,Did not vote
Florida,31586,56,High School,Male,White,"Married, spouse present",1,Voted
Pennsylvania,77319,42,High School,Male,White,Divorced,2,Did not vote
Virginia,249468,43,College,Male,Asian only,"Married, spouse present",1,Did not vote
Nebraska,43659,62,College,Female,White,"Married, spouse present",1,Voted
Georgia,49355,61,College,Female,White,Never married/single,1,Voted
Pennsylvania,346412,19,High School,Male,White,Never married/single,1,Voted
Texas,40278,85,College,Female,White,Widowed,0,Did not vote
Wisconsin,47297,60,High School,Female,White,"Married, spouse present",2,Voted
Michigan,111202,85,High School,Female,White,"Married, spouse present",2,Voted
Iowa,99261,37,High School,Male,White,"Married, spouse present",3,Voted
Mississippi,42608,55,College,Female,Black-American Indian,"Married, spouse present",0,Did not vote
Texas,84198,43,High School,Female,White,"Married, spouse present",1,Did not vote
Colorado,186014,27,College,Female,White,"Married, spouse present",0,Voted
Montana,13903,19,No Degree,Male,American Indian/Aleut/Eskimo,Never married/single,2,Voted
Vermont,15201,85,College,Male,White,Divorced,0,Did not vote
Vermont,57678,57,College,Female,White,"Married, spouse present",2,Voted
Maryland,82260,80,High School,Male,Black/Negro,Widowed,0,Did not vote
South Dakota,18079,22,High School,Male,White,Never married/single,1,Voted
Colorado,25806,24,High School,Female,White,Divorced,1,Voted
Missouri,13230,72,High School,Female,White,"Married, spouse present",1,Did not vote
New York,210054,80,High School,Female,White,Never married/single,1,Did not vote
District of Columbia,31059,18,High School,Male,Black/Negro,Never married/single,2,Did not vote
Connecticut,34464,67,College,Female,White,"Married, spouse present",2,Voted
Oklahoma,22523,48,High School,Female,White,"Married, spouse present",2,Voted
New Jersey,51829,46,College,Male,White,Never married/single,0,Did not vote
New Mexico,93251,36,College,Male,American Indian/Aleut/Eskimo,Never married/single,1,Voted
Indiana,54123,73,High School,Female,White,"Married, spouse present",2,Voted
South Dakota,67114,34,College,Female,White,"Married, spouse present",1,Did not vote
Texas,18377,52,High School,Female,White,Divorced,0,Voted
South Carolina,39484,49,High School,Male,White,Never married/single,3,Voted
South Dakota,40174,57,High School,Female,White,"Married, spouse present",1,Voted
Ohio,104920,45,College,Female,White,"Married, spouse present",1,Did not vote
Louisiana,77472,36,College,Female,White,"Married, spouse present",0,Did not vote
Montana,61972,22,High School,Male,White,Never married/single,3,Voted
Massachusetts,146321,26,High School,Female,White,Never married/single,1,Did not vote
Pennsylvania,52117,31,College,Female,White,"Married, spouse present",2,Voted
West Virginia,9546,69,High School,Female,White,Divorced,2,Voted
Arizona,222521,20,High School,Male,White,Never married/single,1,Voted
Arizona,32767,36,High School,Male,White,"Married, spouse present",0,Did not vote
Pennsylvania,34933,69,College,Female,White,"Married, spouse present",2,Voted
South Dakota,58214,20,High School,Female,White,Never married/single,2,Voted
Mississippi,23080,85,High School,Female,White,Widowed,1,Did not vote
Delaware,101324,34,High School,Male,White,Never married/single,0,Voted
Missouri,15566,59,High School,Female,Black/Negro,Separated,0,Voted
Montana,29331,66,College,Female,White,Widowed,0,Voted
Missouri,55224,28,High School,Male,White,"Married, spouse present",2,Voted
New York,98712,65,High School,Female,Black/Negro,"Married, spouse present",1,Voted
Maine,50970,18,No Degree,Male,White,Never married/single,0,Did not vote
Kansas,24916,38,College,Male,White,Never married/single,0,Voted
Pennsylvania,37509,50,College,Male,White,"Married, spouse present",2,Voted
District of Columbia,223526,25,College,Female,White,Never married/single,3,Voted
North Carolina,131,29,High School,Female,Black/Negro,Never married/single,0,Did not vote
Texas,104801,38,High School,Female,White,Never married/single,1,Voted
Idaho,39418,79,College,Female,White,Widowed,1,Voted
Nebraska,31269,57,College,Female,White,Never married/single,1,Voted
New Mexico,38110,58,High School,Male,White,Divorced,0,Did not vote
New York,336740,24,High School,Female,White,Never married/single,1,Did not vote
Maine,133765,71,College,Female,White,Divorced,2,Voted
South Carolina,111271,67,College,Female,White,"Married, spouse present",2,Did not vote
Pennsylvania,184015,61,College,Female,White,"Married, spouse present",2,Voted
Arkansas,16421,67,No Degree,Male,White,Divorced,1,Did not vote
Kentucky,147004,69,No Degree,Female,White,"Married, spouse present",3,Did not vote
Delaware,56595,71,College,Female,White,Divorced,1,Voted
Ohio,122642,20,High School,Male,White,Never married/single,0,Did not vote
California,24733,18,High School,Female,White,Never married/single,3,Did not vote
Texas,38997,42,College,Female,White,"Married, spouse present",0,Voted
Massachusetts,328,27,High School,Female,Black/Negro,"Married, spouse absent",0,Did not vote
New York,4201,61,High School,Male,White,Never married/single,1,Did not vote
Michigan,125576,31,No Degree,Male,White,Never married/single,1,Did not vote
Florida,81705,62,High School,Female,White,"Married, spouse present",2,Voted
Alabama,8922,25,High School,Female,White,Divorced,0,Did not vote
Maine,38308,76,High School,Female,White,Divorced,2,Voted
North Dakota,241624,58,College,Male,White,"Married, spouse present",0,Voted
North Carolina,69792,42,College,Male,White,"Married, spouse absent",0,Did not vote
Mississippi,51699,38,High School,Male,Black/Negro,"Married, spouse present",1,Voted
Nebraska,131905,54,College,Female,White,"Married, spouse present",3,Voted
New York,135143,51,College,Female,Black/Negro,"Married, spouse present",1,Voted
Maryland,123511,21,High School,Male,White,Never married/single,2,Don't know
North Carolina,88355,77,High School,Female,White,"Married, spouse present",1,Voted
Michigan,55896,30,High School,Female,White,"Married, spouse absent",0,Voted
Florida,231658,75,College,Male,White,Divorced,3,Voted
Tennessee,103821,65,High School,Female,White,Divorced,2,Voted
Ohio,77126,60,High School,Female,White,"Married, spouse present",2,Voted
Kentucky,46035,43,High School,Female,White,Never married/single,1,Voted
Georgia,207107,18,No Degree,Male,White,Never married/single,2,Voted
Ohio,59251,56,College,Female,White,Divorced,2,Did not vote
Louisiana,97214,20,High School,Male,White,Never married/single,2,Did not vote
Illinois,149037,73,College,Male,White,"Married, spouse present",0,Voted
Hawaii,119549,55,High School,Female,Asian only,"Married, spouse present",2,Voted
Rhode Island,531702,23,High School,Male,White,Never married/single,1,Did not vote
Ohio,48233,85,No Degree,Female,White,Widowed,1,Did not vote
Alaska,23661,31,College,Female,White,"Married, spouse present",0,Voted
West Virginia,69054,21,High School,Male,White,Never married/single,0,Voted
Illinois,37991,62,College,Male,White,Never married/single,1,Voted
California,161932,59,High School,Female,White,"Married, spouse present",0,Voted
California,171031,45,High School,Female,White,"Married, spouse present",4,Voted
Washington,34285,55,High School,Female,White,Never married/single,1,Voted
Kansas,95650,20,High School,Female,White,Never married/single,2,Don't know
New York,403932,54,College,Male,White,"Married, spouse absent",2,Voted
Texas,11689,62,High School,Female,White,"Married, spouse present",0,Voted
Pennsylvania,628871,39,High School,Female,White,"Married, spouse present",0,Voted
New Mexico,158753,58,College,Female,White,"Married, spouse present",2,Voted
Oregon,16988,31,No Degree,Female,White,"Married, spouse present",2,Voted
Utah,579027,39,High School,Female,White,"Married, spouse present",1,Did not vote
Florida,53159,52,High School,Female,White,"Married, spouse present",1,Voted
Indiana,189886,41,College,Female,White,"Married, spouse present",2,Voted
Maryland,220096,24,High School,Male,White,Never married/single,2,Don't know
Nebraska,151674,19,High School,Male,White,Never married/single,0,Voted
California,84212,53,College,Male,White,Never married/single,0,Voted
North Dakota,13621,76,High School,Female,White,Never married/single,3,Did not vote
South Carolina,24218,80,High School,Female,Black/Negro,Widowed,1,Voted
Louisiana,53991,40,High School,Male,White,"Married, spouse present",0,Voted
Arkansas,34100,56,College,Female,White,"Married, spouse present",1,Voted
Colorado,107395,39,College,Male,White,"Married, spouse present",2,Voted
Iowa,77572,64,High School,Female,White,"Married, spouse present",1,Voted
Pennsylvania,32141,70,College,Female,White,"Married, spouse present",3,Voted
California,146779,71,College,Male,White,"Married, spouse present",0,Voted
Illinois,82930,21,High School,Female,White,Never married/single,3,Voted
Alabama,46067,54,College,Female,White,Divorced,2,Voted
North Carolina,73775,40,High School,Male,White,Divorced,2,Did not vote
Idaho,35227,78,High School,Female,White,"Married, spouse present",2,Did not vote
North Carolina,33391,72,College,Female,White,"Married, spouse present",1,Voted
Oklahoma,130991,42,High School,Female,White,"Married, spouse present",1,Voted
Pennsylvania,46327,52,High School,Male,White,Divorced,1,Did not vote
Ohio,64844,80,High School,Female,White,Widowed,2,Voted
Texas,109071,29,College,Male,Asian only,"Married, spouse present",2,Voted
Montana,12609,59,High School,Female,White,Divorced,0,Did not vote
Wisconsin,142214,78,High School,Female,White,"Married, spouse present",3,Voted
California,20829,85,College,Female,White,Widowed,0,Voted
Alaska,53966,62,High School,Male,White,Never married/single,0,Voted
Georgia,37199,25,College,Male,Black/Negro,Never married/single,2,Voted
Florida,47741,62,College,Male,White,Divorced,1,Voted
Wyoming,129406,43,High School,Female,White,"Married, spouse present",2,Voted
Ohio,42296,58,High School,Male,White,Divorced,2,Voted
Alabama,4335,63,High School,Male,Black/Negro,Widowed,2,Voted
Tennessee,11919,69,High School,Female,White,"Married, spouse present",0,Voted
Arizona,162441,22,High School,Female,Black/Negro,Never married/single,1,Don't know
Washington,120510,24,College,Male,White,Never married/single,2,Did not vote
District of Columbia,64027,71,High School,Female,Black/Negro,"Married, spouse present",2,Don't know
New Jersey,33640,67,No Degree,Female,White,"Married, spouse present",3,Voted
Kentucky,56359,28,College,Female,White,Never married/single,1,Voted
Michigan,39292,53,High School,Female,White,Widowed,1,Voted
Arizona,140590,25,High School,Male,White,Never married/single,1,Did not vote
Missouri,27083,33,College,Female,White,"Married, spouse present",2,Voted
Arkansas,2227,22,High School,Male,White,Never married/single,1,Did not vote
Florida,13681,28,High School,Male,Black/Negro,Never married/single,1,Did not vote
Georgia,91425,47,High School,Male,White,Never married/single,3,Voted
Hawaii,76615,26,College,Male,White,Never married/single,3,Voted
Arkansas,32249,53,High School,Female,White,Never married/single,2,Voted
Missouri,100113,30,High School,Male,White-Black,"Married, spouse present",2,Did not vote
South Dakota,18247,78,No Degree,Female,White,Widowed,0,Voted
Georgia,237151,85,College,Female,White,"Married, spouse present",2,Voted
Indiana,3935,22,College,Male,White,Separated,3,Voted
Illinois,53460,55,High School,Male,White,"Married, spouse present",3,Voted
New York,373345,22,College,Female,White,Never married/single,3,Voted
Hawaii,46547,76,College,Male,White,Widowed,1,Voted
Colorado,217619,32,High School,Female,White,"Married, spouse present",2,Voted
Florida,95735,52,College,Male,White,Separated,2,Did not vote
Wyoming,34537,21,High School,Female,White,"Married, spouse present",0,Voted
North Carolina,132890,46,College,Female,White,"Married, spouse present",1,Did not vote
Texas,70269,41,High School,Female,White,Divorced,3,Did not vote
Arkansas,88879,80,High School,Female,White,Widowed,1,Voted
North Carolina,39242,22,College,Male,Asian only,Never married/single,2,Did not vote
Rhode Island,70287,52,High School,Male,White,Divorced,1,Did not vote
California,40968,66,High School,Female,White,Widowed,1,Voted
Louisiana,46270,57,No Degree,Male,White,Never married/single,3,Did not vote
North Carolina,23735,55,High School,Male,White,Divorced,2,Did not vote
Wisconsin,68142,32,College,Female,White,"Married, spouse present",0,Voted
California,211447,69,High School,Male,White,Divorced,2,Did not vote
Alabama,31988,78,High School,Female,White,Widowed,1,Did not vote
Wyoming,29832,66,College,Female,White,"Married, spouse present",2,Voted
New York,69444,54,High School,Female,White,"Married, spouse present",1,Voted
Ohio,532089,56,College,Female,Black/Negro,Never married/single,1,Voted
Iowa,19624,24,College,Female,White,Never married/single,2,Did not vote
Texas,90507,55,High School,Male,White,"Married, spouse present",2,Did not vote
Alabama,220458,18,High School,Female,White,Never married/single,2,Did not vote
District of Columbia,51992,29,College,Male,White,Never married/single,0,Don't know
California,241327,45,High School,Male,White,"Married, spouse present",1,Voted
Louisiana,56578,18,High School,Male,White,Never married/single,0,Voted
New York,194948,21,College,Female,White,"Married, spouse present",1,Voted
Michigan,179000,53,College,Female,White,"Married, spouse present",2,Voted
North Carolina,29696,51,College,Male,White,Divorced,1,Voted
Mississippi,4897,57,High School,Male,White,Divorced,1,Did not vote
Georgia,32798,47,High School,Male,Black/Negro,Divorced,1,Voted
District of Columbia,53710,29,College,Male,White,Never married/single,0,Did not vote
Utah,61749,22,High School,Female,White,"Married, spouse present",0,Did not vote
District of Columbia,124792,57,College,Female,White,Divorced,1,Voted
Hawaii,113770,70,High School,Female,White,"Married, spouse present",0,Voted
Tennessee,46978,71,High School,Female,White,"Married, spouse present",0,Voted
Florida,36783,18,No Degree,Male,Black/Negro,Never married/single,0,Did not vote
New York,54010,70,College,Female,White,Divorced,2,Voted
Alabama,28361,27,High School,Female,Black/Negro,Separated,2,Voted
Illinois,69884,22,High School,Female,Black/Negro,Never married/single,0,Don't know
Wyoming,16517,62,College,Female,White,"Married, spouse present",2,Voted
California,13005,60,High School,Female,White,Separated,2,Voted
New Hampshire,93274,59,High School,Male,White,Divorced,0,Did not vote
Michigan,95631,63,College,Male,White,Widowed,1,Voted
Kentucky,57552,57,High School,Female,White,"Married, spouse present",3,Voted
New Jersey,34454,36,College,Male,White,Never married/single,2,Did not vote
New Jersey,112772,36,College,Female,Asian only,"Married, spouse present",0,Voted
Mississippi,99097,69,High School,Female,White,Divorced,2,Voted
Nebraska,14210,29,High School,Male,White,Never married/single,1,Voted
Montana,96818,43,College,Female,White,Divorced,0,Voted
New Hampshire,87602,30,College,Female,White,"Married, spouse present",2,Did not vote
New York,49062,54,College,Female,White,Divorced,0,Voted
Rhode Island,476212,47,High School,Female,White,"Married, spouse present",1,Voted
California,3912,51,High School,Female,Hawaiian/Pacific Islander only,Never married/single,1,Voted
Florida,68261,66,College,Female,White,Divorced,4,Voted
Pennsylvania,11323,80,High School,Female,White,Widowed,2,Voted
Washington,28210,28,College,Female,White-Black-American Indian,"Married, spouse present",0,Voted
North Carolina,15912,67,High School,Female,White,Widowed,0,Did not vote
South Carolina,48415,51,High School,Female,White,Never married/single,2,Voted
Virginia,665485,44,College,Male,White,Never married/single,0,Voted
South Dakota,24626,77,High School,Male,White,Widowed,4,Did not vote
Hawaii,160162,66,College,Female,Asian only,"Married, spouse present",1,Voted
Louisiana,60166,61,High School,Male,White,"Married, spouse present",2,Voted
Michigan,91065,68,High School,Male,White,Separated,2,Voted
Montana,34542,25,High School,Female,White,"Married, spouse present",0,Voted
Georgia,374,47,High School,Male,Hawaiian/Pacific Islander only,Never married/single,4,Voted
New Hampshire,93737,27,College,Female,White,Never married/single,3,Did not vote
Illinois,69554,56,High School,Male,Black/Negro,Never married/single,0,Don't know
Missouri,44739,21,High School,Female,White,Never married/single,3,Voted
Louisiana,31639,60,No Degree,Female,Black/Negro,"Married, spouse present",4,Voted
New Jersey,54272,30,High School,Female,Black/Negro,Never married/single,0,Voted
Georgia,73684,50,High School,Female,White,Divorced,2,Voted
Arizona,132450,69,High School,Female,White,"Married, spouse present",1,Voted
North Carolina,22639,70,No Degree,Female,White,Divorced,0,Did not vote
Kansas,187,19,High School,Male,White,Never married/single,3,Did not vote
New Hampshire,232104,70,College,Male,White,"Married, spouse absent",0,Did not vote
Delaware,74788,60,High School,Male,White,"Married, spouse present",0,Voted
North Carolina,26873,20,High School,Female,White,"Married, spouse present",1,Did not vote
Tennessee,2227,46,High School,Female,White,Never married/single,0,Did not vote
Arkansas,63420,24,High School,Female,White,"Married, spouse present",3,Did not vote
Pennsylvania,96917,64,College,Female,White,"Married, spouse present",1,Voted
Ohio,19275,64,High School,Female,White,Widowed,2,Did not vote
Texas,8115,24,College,Male,White,Never married/single,2,Voted
Illinois,57395,18,High School,Female,White,Never married/single,1,Did not vote
South Carolina,150289,60,High School,Male,White,"Married, spouse present",0,Voted
Ohio,113566,35,College,Female,White,"Married, spouse present",0,Voted
Idaho,77187,62,No Degree,Female,White,"Married, spouse present",2,Voted
South Carolina,26277,29,High School,Female,White,Divorced,2,Did not vote
North Carolina,395811,66,College,Female,White,"Married, spouse present",2,Voted
Wyoming,14183,50,High School,Male,White,Divorced,2,Did not vote
Vermont,39000,53,College,Male,White,Divorced,0,Voted
Illinois,90977,28,High School,Male,Black/Negro,Never married/single,1,Did not vote
Illinois,199699,39,No Degree,Female,Black/Negro,Never married/single,1,Voted
Pennsylvania,32015,70,High School,Female,White,"Married, spouse present",0,Voted
Louisiana,190536,60,High School,Male,White,"Married, spouse present",1,Voted
Nevada,41618,27,High School,Male,White,Never married/single,3,Did not vote
Kentucky,99648,68,High School,Male,White,Divorced,1,Voted
Louisiana,81378,58,High School,Female,White,"Married, spouse present",0,Did not vote
California,136277,30,High School,Female,White,Never married/single,0,Did not vote
California,96111,37,College,Male,White,Never married/single,2,Voted
North Carolina,53285,30,College,Female,White,Never married/single,2,Did not vote
Mississippi,66643,38,High School,Male,Black/Negro,Never married/single,0,Voted
Tennessee,149697,51,High School,Male,White,"Married, spouse present",2,Voted
Idaho,25129,20,High School,Female,White,Never married/single,2,Did not vote
Alabama,35349,20,High School,Female,White,Never married/single,0,Voted
Louisiana,20808,66,High School,Female,Asian only,Widowed,0,Did not vote
Texas,7745,24,College,Male,White,Never married/single,1,Did not vote
Oregon,144729,31,College,Male,White,"Married, spouse present",4,Voted
South Dakota,72236,35,High School,Female,American Indian/Aleut/Eskimo,"Married, spouse present",4,Voted
Illinois,91481,50,High School,Female,White,"Married, spouse absent",2,Voted
District of Columbia,26251,34,College,Female,Black/Negro,Never married/single,2,Voted
Louisiana,16503,22,High School,Female,Black/Negro,Never married/single,0,Voted
Oregon,50268,40,High School,Female,White,"Married, spouse absent",1,Voted
Maine,22130,30,High School,Female,White,Never married/single,3,Voted
Indiana,101706,64,High School,Female,White,"Married, spouse present",2,Voted
West Virginia,37308,62,High School,Female,White,Widowed,1,Did not vote
Michigan,109340,62,High School,Male,White,Divorced,2,Voted
Utah,74836,29,High School,Male,White,"Married, spouse present",1,Did not vote
Florida,106045,57,High School,Female,White,"Married, spouse present",0,Voted
Illinois,38429,85,High School,Female,White,"Married, spouse absent",1,Voted
Michigan,67530,20,High School,Female,White,Never married/single,1,Did not vote
Maryland,125204,49,High School,Male,White,Divorced,3,Did not vote
Alaska,76241,40,High School,Female,White,"Married, spouse present",1,Voted
Ohio,17901,29,High School,Female,Black/Negro,Never married/single,1,Voted
Tennessee,72617,62,High School,Male,White,"Married, spouse present",4,Voted
Wyoming,15572,77,High School,Female,White,Widowed,1,Voted
Pennsylvania,570088,34,High School,Female,White,"Married, spouse present",2,Did not vote
Ohio,68042,62,High School,Female,White,"Married, spouse present",1,Voted
Iowa,52819,21,High School,Male,White,Never married/single,0,Did not vote
Wyoming,46925,85,No Degree,Female,White,Widowed,0,Voted
Texas,43205,31,High School,Male,White,Never married/single,1,Voted
Florida,19507,24,High School,Female,White,Never married/single,1,Did not vote
Louisiana,60349,18,High School,Male,White-Black,Never married/single,1,Did not vote
Louisiana,82655,41,No Degree,Female,Black/Negro,Never married/single,1,Did not vote
New Mexico,22787,57,High School,Male,White,"Married, spouse present",0,Voted
New York,302616,29,High School,Female,Black/Negro,Never married/single,1,Voted
Florida,81059,64,High School,Male,White,Divorced,0,Did not vote
Indiana,136911,35,High School,Male,American Indian/Aleut/Eskimo,Never married/single,0,Did not vote
